sentence,claim_ground_truth,claim_prediction
 Spain is the second largest car manufacturer in Europe and the ninth in the world.,1,1
 Comprenez-vous quand vous me dites que le gouvernement a pris des décisions l’après-midi ou qu’il n’a pas réagi à temps à ce qui se passait?,0,0
" 17 Ministra, vamos a tener sistemas de protección distintos en este país.",0,0
 Es un artículo constitucional absolutamente legítimo.,0,0
 Une saison et rester coincé et ne pas revenir.,0,0
 We can't have another target now.,0,0
 Je crois que nous avons vécu les meilleures années de notre histoire et je crois que nous devons faire une énorme pédagogie entre différencier ce qui est la performance personnelle des personnes qui peuvent incarner ou qui ont incarné à un certain moment une institution élevée et l’institution elle-même.,0,0
 Aquí no se puede reconstruir nada.,0,0
 The People's Party has supported the declaration of the state of alarm by three extensions up to seven royal decrees and yet there has come a time when we saw that this was not necessary for the government to be wrong and that we are also obliged to denounce them to a responsible opposition.,1,1
 Todo el mundo es consciente que lo que tenemos que hacer ahora es sacar esta estos dos elementos adelante lo antes posible.,0,0
 I think I do not lie if I say that the best candidate is Antón Gómez Reino and the best Galicia instrument in common.,0,0
 Nos han aprobado la reserva estratégica de productos sanitarios críticos,1,1
 And it has to do with who pays for the crisis and where our country and our society is going and where it's going.,0,0
" Oh, I'm sorry.",0,0
" M. Sánchez et M. Tezanos, qui paient pour cela, tous des Espagnols, est un véritable scandale.",0,0
" Necesitamos una ley que haga lo siguiente ante una situación de ocupación, lo primero que hay que hacer es devolverle la propiedad al propietario y luego a partir de entonces se produce, se produce el procedimiento.",0,0
 Por qué tanta prisa en hacer las elecciones?,0,0
" Being monarchical or republican can, can, I insist have different political choices and different ideological choices, but that respect the basic norms of democracy and that believes that respect for the neighbor, respect for others, is one of the foundations of our democracy.",0,0
" I believe in this, therefore, that the People's Party has to be generous and has to go into the negotiation of these budgets because it is time to have a sense of state, to make a useful policy, to provide solutions to the Spaniards.",0,0
" J’aurais souhaité que l’Espagne fasse partie de cette première alliance de quatre pays dans lequel nous ne sommes pas et que l’Union européenne ait commencé à agir pour que tous les pays de l’Union puissent, bien sûr, être en bonne position.",0,0
" Bueno, yo me acojo a las palabras del presidente de Galicia, Alberto Núñez Feijóo que ha lanzado un mensaje de tranquilidad.",0,0
 C’est l’hémeroteca.,0,0
" That demands the attention of all and we must leave some exceptions, as we have seen, the common objective is to defeat the pandemic.",0,0
 Esto es importante porque es fundamental.,0,0
 Il ya des forums pour le faire.,0,0
" Como decía, este ha sido un proyecto que yo agradezco muchísimo al presidente Sánchez porque sé que se ha implicado personalmente.",0,0
 Los grupos de trabajo de la Comisión por la Reconstrucción del Congreso están en marcha hasta ahora.,0,0
 Lo importante es remar para salir de la crisis que es lo que nos piden los españoles.,0,0
" Their professional experience in universities now benefits the students that they can follow, but as a figure not of career, but a figure of support to what is the academic career in which we want to insert each and every one of the associate professors and professors.",0,0
" Bueno pues que, como decía, estamos ante un procedimiento judicial que este partido el Partido Popular respeta como los respeta siempre, que también respeta y defiende la presunción de inocencia.",0,0
" Merci, Dolors, pour la délégation espagnole, de vous concentrer sur l’Europe et ce qui se passe dans notre pays grâce aux vice-secrétaires.",0,0
 Ayer gano algo tan importante como es la Constitución española y lo que recoge la Constitución con respecto a la libertad que tienen los padres para elegir el colegio de sus hijos y que la educación concertada forma parte del sistema educativo que tenemos en nuestro país y por lo tanto en pie de igualdad.,0,0
 Michelle comprend aussi de son argumentation.,0,0
 Why this change in judgment?,0,0
 Pero 2000 millones de euros créanme que dan para muchísimo.,0,0
" And besides, I always value how those people we see at airports with their suitcases with their faces and eyes, because they were really selling our country around the world.",0,0
" Évidemment, nous ne sommes pas d’accord.",0,0
 Por tanto ya ya desde el principio tuvo el voto en Aragón.,1,1
" Très souvent, nous en profitons.",0,0
 Ese es el desafío que tenemos todas las instituciones y en particular todos y cada uno de nosotros como individuos.,0,0
 Early detection of these outbreaks and strong action to tackle them and prevent contagion from growing.,0,0
 Je pense qu’il y a beaucoup de choses que nous devons aller de l’avant.,0,0
 D’abord en raison de l’engagement de l’Espagne en faveur de la stabilité du Sahel.,0,0
" Si es así, si es cierto que la ha tenido.",0,0
 Sin duda es la mejor vacuna en estos momentos.,0,1
 Ses alliances avec Podemos et le Parti socialiste.,0,0
" Non, ce n’est pas le cas.",0,0
" Je me souviens de toutes les fois où Dirty Hands, Mains propres, qui maintenant même leurs dirigeants emprisonnés nous a également emmenés au tribunal en faisant de fausses preuves et en essayant de créer des montages judiciaires pour nous.",0,0
" I honestly and unfortunately tell you, Pedro Sanchez today has not been where he should be.",0,0
" No hay distancia de seguridad si llevan mascarilla, pero una distancia de seguridad.",0,0
" Conocí a Pablo Iglesias las irregularidades que estaba cometiendo su partido, si las conocía, debe dar cuentas en sede judicial y si las desconocía, citando sus palabras, es un incompetente.",0,0
 And this has to be reviewed.,0,0
" Lo ha sido Madrid, como Milán, como lo ha sido Londres o como lo ha sido en Nueva York, o como lo han sido otras ciudades como pueda ser París.",1,0
 Todo el mundo tiene que estar de acuerdo con el Gobierno y ahí es cuando llegaríamos a un acuerdo.,0,0
" I think there's one last question, before that's a very good morning.",0,0
 Entonces nosotros apoyaremos las conclusiones del bloque de economía.,0,0
" We return to the same, extremely respectful of the action of the independence of the judiciary and in the function of that, because it will continue to exist.",0,0
" Le président du gouvernement se ferme, il me compare les affaires.",0,0
" In short, these were the questions I wanted to bring up and of course I am at your disposal to answer the questions that you have for the good of daily or.",0,0
" Pensez-vous que ce juge ou certaines procédures judiciaires que nous tenons ces derniers jours, fait partie d’une sorte d’opération pour se dessayer du pouvoir?",0,0
 Nosotros no somos un Torquemada de Vallecas ni nos convertimos en los monitos de Galapagar.,0,0
 Au revoir.,0,0
" Nous l’avons fait en mobilisant des ressources en pleine crise économique, ressources de 2,5 milliards d’euros pour accompagner la crise humanitaire au Venezuela et au Venezuela et les pays limitrophes du Venezuela 2,5 milliards d’euros.",1,1
 Por qué no sale alguien que está tan acostumbrado a tratar con los medios de comunicación y que exigía transparencia en todos los partidos?,0,0
 Hay previsión de negociación a largo de esta semana?,0,0
" Decía esta mañana el presidente Sánchez que estaba satisfecho 95 por ciento y que bueno, al final eso eran las negociaciones.",0,0
 El 2018 creamos la red de destinos turísticos inteligentes.,1,1
" And as we are seeing at the moment in Libya, that they have a great epicenter in the Sahel and that is why we have to worry about the Sahel we have to worry because it is important for our security and for our peace in Europe, but we also have to worry because in that part of the world live millions of people who aspire to live in peace and security too.",0,0
 Ce serait un scandale de proportions capitales.,0,0
 Or I'm telling you from my own experience that I want to legislate hot.,0,0
" And now he's going to be demanding respa financially, not before Antonio said.",0,0
" Cependant Esquerra Republicana de Catalunya, qui était un partenaire d’investiture pour le dire d’une certaine manière, ce qu’il dit sur les budgets pour après les Catalans, parce que si je n’ai pas un gâchis monumental dans la campagne, il l’a déplacé comme ça déjà.",0,0
 Ces outils pour couvrir toutes les situations qui doivent être rencontrées.,0,0
 Se está investigando en la Fiscalía de Delitos Económicos del Tribunal Supremo.,0,0
 Three conditions.,0,0
 Et nous avons également adressé cette pétition au Président du Gouvernement espagnol.,0,0
" Una última cuestión, señor alcalde.",0,0
" Hello, good morning.",0,0
 We'll be doing the right thing.,0,0
" Grâce à la contribution et à la collaboration de l’Etat avec ces entreprises familiales, nous avons augmenté de façon exponentielle la capacité de fabrication de respirateurs.",0,0
" Well, it is that throughout politics certain decisions are being made in the political context that is lived.",0,0
" Porque queremos que el que el gasto público en educación, la inversión en educación, llegue al 5 por ciento del PIB en 2025.",0,0
" Well, there hasn't been a change of judgment.",0,0
" Ce qui est clair, c’est qu’il y a quelqu’un qui ne fait pas ses devoirs.",0,0
 La transparencia y la rendición de cuentas a todos los españoles siempre lo hemos dicho.,0,0
 Je pense que dans cette affaire.,0,0
" La Fiscalía General del Estado habla de cinco millones de euros diarios que mueve el negocio de la explotación sexual, muchos de ellos en dinero negro.",1,1
" Creo que hay un debate social evidente al respecto de la utilidad de la monarquía hoy, más allá de las lecturas que podamos hacer de las décadas anteriores.",0,0
" Bueno, habrá que ser prudente.",0,0
 Hay que recalibrar la cesta de los impuestos.,0,0
" Teme usted que se adelante la segunda ola, que en principio pensábamos que se iba a producir en otoño?",0,0
" Et bien sûr, nous allons le faire et nous l’avons fait dans notre programme, un plan pour l’entrepreneuriat, pour soutenir tous ces gens qui sont des talents dans les entreprises et pour l’économie de notre terre, que nous en avons besoin ici sur le terrain et nous ne pouvons pas nous permettre d’être laissés par les entrepreneurs et les vrais talents de cette terre.",0,0
" Cependant, le système actuel les touche, limite leur capacité à citer.",0,0
 Merci à tous les collègues du Parti populaire du Pays Basque.,0,0
" But of course you forget that people have to keep eating you have to work and that we can make economic activity compatible also with saving lives, right?",0,0
 Y desde luego no nos dijeron nada.,0,0
" Sans cela, nous ne pourrons pas aller de l’avant comme les gens de ce pays ont besoin et dont ils ont besoin.",0,0
 Que no defienda la monarquía sólo faltaba.,0,0
" Madrid Je ne sais pas si les présidents des communautés gouvernées par le Parti populaire qui plafonnent la crise avec un très bon résultat comme, en Andalousie ou en Galice, vous ont dit quelque chose.",0,0
 Seven out of ten deaths occurred on conventional roads.,1,1
 Of course I'm doing in this case.,0,0
" Actually, I know.",0,0
" Me imagino que la batería de preguntas que preparan nuestros compañeros irá dirigida, pues a lo que usted está hablando.",0,0
" I absolutely don't think the shots are going around, let alone yesterday, when they told me what my chest was as I say my chest is very close to the ground and in any case Cibeles Moller.",0,0
" Pues la aceituna por la recogida de aceituna, la necesidad de disponer de lugares acoje o acogimiento de albergue en sus localidades donde se produce un gran tránsito de temporeros.",0,0
" And I want to remember something that's drawer, but it's important to put it on the table.",0,0
" It is that the whole industry associated so that these electrons are green is an industry that is located in Spain that is in the desire, that has a suitable ecosystem, that is a Silicon Valley associated with this, or the water industry, of water purification, efficiency, of that of desalination, which also has a lot of travel.",0,0
" Une fois l’état d’alarme terminé, la plupart des pouvoirs tombent aux communautés autonomes.",1,1
" Let's see all that cloak in the first place, of course.",0,0
 Y en este sentido yo creo que es el momento de poner en valor precisamente esta institución.,0,0
" Tout d’abord, je vous remercie beaucoup pour le travail des fonctionnaires de la Direction générale de la circulation, qui je crois que l’ensemble de l’administration et les fonctionnaires font toujours preuve d’un professionnalisme important et pertinent en ces temps difficiles comme l’a dit le Directeur général de la circulation, parce que encore plus et beaucoup merci aux médias d’être ici une fois de plus , pour avoir participé à cette présentation de cette opération été 2020.",0,0
" Or also the one I already mentioned if he has been the owner for all that time a personal phone card of another person that is not him, and that if it is true that it has been so, if he returned it.",0,0
" Nous avons expulsé le dragon que nous avons expulsé le yaya, par exemple, de nombreux sites qui sont des propriétés de la ville de Madrid qui sont des biens immobiliers de tous Madrid et que ces squatters les utilisent en privé.",0,0
" 1er mars avant le 13, date à laquelle l’état d’alarme a commencé, a été soulevé précisément en ce qui concerne les avantages nécessaires du changement climatique contre le secteur automobile.",0,0
 Et tous ont reçu une réponse.,0,0
 It will certainly make an application much more in detail than I have been able to do this time.,0,0
" Look what we're going to find out, what we're doing.",0,0
" Il y a beaucoup de gens qui ont de la difficulté, surtout des gens qui ont reçu des liquidités et qui ont enduré ces deux mois ou trois mois.",0,0
" Ahora, ahora, ahora.",0,0
 It must be remembered that there is a European Union mission consisting of.,0,0
 Es absolutamente imposible.,0,0
 Yesterday Paul Iglesias reiterated it again.,0,0
" I think it is essential that precisely the possibility of the farms and the collection provinces what the concert gives us, allows companies to be more competitive and lower taxes.",0,0
" We defend Basque identity, defend Spanish identity, defend European identity, but do not contrast it with other types of identities.",0,0
" Claramente, uno de su clave de bóveda representaba la monarquía parlamentaria y por tanto nosotros lo que defendemos y reivindicamos es ese pacto constitucional.",0,0
 Ministre?,0,0
" De toute évidence, tous les débats restent ouverts jusqu’à la plénière.",0,0
 Je vous demande que nous soyons moins bien lotis que lorsque vous êtes sorti de l’état d’alarme ou ne savions-nous pas quand nous avons pris l’état d’alarme qu’il y aurait des flambées?,0,0
" Claro, es que si nos falta la salud, pues no tenemos nada, no?",0,0
 Yo lo que creo es que.,0,0
 I don't think politics is worth everything you can't.,0,0
", For the fleet, what is called the fleet plan the goods of the ships that will be needed to guarantee the rights.",0,0
" Mais logiquement, il y a des questions centrales, comme je l’insiste, celle du chef de l’Etat et de la monarchie, dans lesquelles nous avons des positions différentes.",0,0
 In the case of the province of Malaga he mentioned the Caminito del Rey.,0,0
" No, no, no. Estaba dentro del gobierno, del acuerdo de gobierno y por tanto el acuerdo de gobierno.",0,0
 Pour conclure quelles informations proviennent des chances que demain cet accord sera conclu qui améliorerait certainement la situation des travailleurs?,0,0
 Can you clarify what concrete measures are taking place from the central government and from its ministry to support the Golden Triangle?,0,0
 They will never try the economic and social crisis again and I will already advance them.,0,0
 Avec ces aides que le CEOE a également demandé à être élargi parce qu’ils ont été insuffisants.,1,0
 De nuestras necesidades cotidianas.,0,0
 El Renove lleva su tiempo de perfilar las bases para poderla llevar al Consejo de Ministros.,0,0
 It's not based on the culture of effort.,0,0
 Lo digo porque ayer decían desde la Conferencia Episcopal que sin religión o libertad sin libertad no hay educación.,0,0
" En primer lugar, quiero poner en valor lo que ha hecho el Gobierno de España, particularmente el presidente, el señor Sánchez, porque ha peleado y defendido los intereses de nuestro país y lo quiero poner en valor muy seriamente.",0,0
" Les avis de la Commission n’ont pas de force réglementaire, ils ne représentent rien, ils n’ont aucune conséquence et ils ne deviennent pas une règle et le gouvernement ne peut pas en tenir compte pour ne pas en tenir compte.",1,1
 Make.,0,0
" Mais bon, vous devez les laisser travailler.",0,0
 C’est au tour de l’agence EFE.,0,0
 C’est toujours détourner l’attention et toujours jouer la victimisation.,0,0
" And that tractor effect of the great Spanish company, which is also another important issue.",0,0
" We already saw at the peak of the pandemic, as it even refused the help of the EMI, as it commanded the dismantling of hospitals, simply because they had either been ridden by the Civil Guard or mounted by the army when there were no beds in hospitals, when people were dying in their homes, was able to refuse this help and to this day it was still not asking for the necessary help.",1,1
 What will be your concrete proposal for that update that you are going to propose to PP and PSOE to go further or to try to make the pact firmer to avoid such situations?,0,0
 Thanks for taking the call from public radio this morning.,0,0
 Hay que aprovechar esta oportunidad.,0,0
" Yo no me puedo imaginar que puede representar una emergencia climática, por eso tenemos que movilizar recursos económicos para hacer una transición ecológica de nuestra economía, una transición ecológica que sea justa, que no deje a nadie atrás, pero tenemos que hacerla sobre todo y ante todo por nuestros hijos y por nuestros nietos.",0,0
 Il y a la Loi sur la transition énergétique.,0,0
 Avant les hochements de tête deux clins d’œil qui ont travaillé pour nous tous ont raison.,0,0
 An obviously special summer.,0,0
" Mais nous ne pouvions pas décider oui, s’il y avait ou non une deuxième élection.",0,0
" And of course the only thing that can be asked of the President of the Government is that same position, that same position of respect and support for the head of state.",0,0
 Luis Il ya beaucoup de questions sur les nombreuses plaintes sur le manque de collections et une question répandue est pourquoi il a été transmis à nous par Emily nous dire et sont encore aujourd’hui.,0,0
" I understand that yesterday, therefore, this decision was made known, this step that we have taken in Ciudadanos and above all that affects the group in Catalonia.",0,0
" Impossible pourrait être possible, mais aussi une réaction atroce et féroce.",0,0
 Il est à l’aise dans la politique de l’insulte dans la politique de crise dans la politique de la désunion.,0,0
" Y yo creo que estamos ahora mismo en nuestro continente en Europa en un momento tan, tan crítico, tan inédito, porque estamos en una pandemia que el mundo no ha vivido en los últimos 100 años.",0,0
 No está dando la monarquía española un espectáculo muy decente a ojos de nuestros vecinos europeos.,0,0
" Maintenant, il faut nous donner les moyens matériels, les moyens personnels, pour que les gens travaillent et c’est l’engagement minimum que nous, institutions et autorités, avons, mais il est évident que nous devons ajouter le degré d’engagement important de tous les hommes et femmes de la police nationale et de la Garde civile.",0,0
" Quedarme unos días, don Luis.",0,0
 Es el primer ERE que un hotel de categoría como el Don Carlos de Marbella ha puesto sobre la mesa.,1,1
 How has the negotiation been to select the countries that raised barriers?,0,0
" Por lo tanto, cambio climático, pandemias, pérdida de biodiversidad, amenazas híbridas, desinformación.",0,0
" D’une part, M. Simon, à qui le gouvernement a donné toute sa confiance.",0,0
 Qué solución?,0,0
 Ce match a montré qu’il sait dialoguer et sait s’entendre.,0,0
" Si nous voulons travailler comme nous l’avons été ces jours-ci avec tous les secteurs pour proposer nos mesures auxquelles nous croyons pour récupérer Madrid, mais il se redresse.",0,0
 For us this would be two important elements to study with the solution whatever and of course the Government in its study of this regulation can also raise other issues which I say will always be discussed.,0,0
" Yo creo que nosotros somos una economía muy madura, con una demanda de proximidad, una capacidad de innovación y de mejora muy, muy notable.",0,0
" Cuando hablamos de vulnerables estamos hablando de motoristas, ciclistas, peatones.",0,0
" Je le répète, en particulier, quand le Maroc va décider d’ouvrir les frontières, mais parce qu’il agit aussi comme nous archiver d’autres pays.",0,0
" Eh bien, mieux connu sous le nom de sélectivité, où toutes les communautés de l’ensemble du système éducatif espagnol a présenté environ 30 mille étudiants plus un 17 et un pic pour cent de plus que le dernier cours, obtenir des résultats très similaires à ceux d’autres cours.",0,0
 It is further a manifestation in terms of the indications that institutions are to defend the rights and freedoms of all and to make expressions that are for the freedoms and rights of all.,0,0
" If the two questions are for the director, he was talking about the accidents of the motorists.",0,0
" La crise de la bande dessinée nous a amenés à limiter le public que nous devons fermer des entreprises, à l’exception des activités que nous considérons comme spéciales et qui ont par conséquent un impact économique et social sans précédent sur l’économie mondiale, l’économie européenne et l’économie espagnole.",0,0
 And we also raised this petition to the President of the Government of Spain.,0,0
 Are you talking about Barajas?,0,0
" The ability to find an instrument for each of the business sector that allows to find if possible, a situation suitable for its structure.",0,0
 Nous avons également approuvé le revenu minimum de vie afin que nous puissions également lutter contre cet exploit extrême qui a été chronométré à la suite de la Kobi.,0,0
 I honestly don't share it.,0,0
", And this, although it seems to be a long way off when we talk about Europe, this has a lot to do with it.",0,0
" First, avoid the exploitation of new avenues for the introduction of drugs and other species of organized crime in other areas and territories nearby.",0,0
" I say again that when one takes the judicial solution and does not share the legal arguments of course that can be criticized, but when more generic disqualifications of the judiciary are already started, because in addition the judiciary in Spain is an independent power that is subject to the law and that when it does not like a resolution, for that is what all the resources and the higher courts are.",0,0
 Muchísimas gracias alcalde.,0,0
 There seem to be people who think we have not shown that we are a reliable country because we did not make the reforms we committed to make.,0,0
 There is no talk of labour reform and no talk of our pension system.,0,0
" No sé que lo que le parecen las declaraciones de enseñar Mayoral, pues que lo que es un insulto es que un partido que está en el Consejo de Ministros se dedique a atacar las instituciones.",0,0
 Merci pour.,0,0
 Hemos aprendido a verdad las tres cosas mascarilla.,0,0
" He has made it clear that there will be tax hikes for example, tax hikes for large corporations.",0,0
 Il a perdu 6 3000 voix et plus se gâter jusqu’à présent que les citoyens.,1,1
 Creo que trata y obtuvo una reunión hasta altas horas de la noche y lo hará en A ustedes.,0,0
" La vérité est que ce n’est pas vrai et je me réfère à une autre règle qui est une autre recommandation qui est importante pour l’auditeur Borja pour être en mesure de le vérifier, qui est la propre recommandation de la Commission mai, dans lequel quatre recommandations pour l’Espagne ont également été soulignées.",0,0
 Alberto es una referencia en gestión y en el programa electoral con el que concurre a las elecciones vuelve a ser un ejemplo de estar cerca de las preocupaciones reales de sus paisanos.,0,0
 Rafael Mayoral Merci de nous avoir reçus ce matin.,0,0
 Et cela explique aussi comment.,0,0
" Nos interesa lo que dicen los comparecientes y sobre todo nosotros cumplimos con nuestra obligación de estar en las comisiones, pero hemos votado que no a la Comisión de Reconstrucción y no creemos que de algo que ya está pactado entre el PP y PSOE en algo que ya está pactado.",0,0
" And of course, they are worse than those of the Canary Islands and those of the Balearic Islands",1,1
" Lo que sí hay que tratar desde luego es de tener buenas relaciones de tender puentes, de saber que en la vida hay que tratar de ampliar voluntades y encontrar puntos de acuerdo.",0,0
 And they try to destabilize us and try to divide us.,0,0
" Estamos reclamando algo tan básico como eso, que se coordine, que se supervise, que haya una interlocución con las comunidades autónomas.",0,0
 La réserve stratégique dont nous avons besoin pour l’équipement sanitaire.,0,0
" I say, but how is the deputy secretary going to be mad?",0,0
" Bueno, pues mire, desde el punto de vista del gobierno, nuestra actitud es de absoluto rechazo al mantenimiento de los aranceles.",0,0
 And that's happening in the cities.,0,0
 Qué ha pasado?,0,0
 Pero por supuesto nosotros vamos a mantenernos para llevar adelante nuestro programa.,0,0
 Usted se ha referido en su intervención y pregunta a Carolina Jiménez de Europa Press.,0,0
 Comparte la decisión del Supremo?,0,0
 Pensez-vous que cette position finira par être imposée à celle des pays dits frugaux qui exigent que le prêt soit beaucoup plus élevé?,0,0
 Ils étaient les seuls à parier sur le logement et sont très concernés à Bilbao.,0,0
 Ministra hablando precisamente de ese acuerdo de gobierno.,0,0
" Of course, the whole European parliamentary group will have us by his side.",0,0
 Buenas.,0,0
 Así se toman las decisiones.,0,0
 J’aimerais commencer ici et ensuite je veux parler d’Almeria et je veux parler de l’Andalousie.,0,0
" Arantxa González, la ministra de Exteriores.",0,0
 Y creo que tenía razón cuando lo decía el pacto.,0,0
" Tremendo fue en marzo, en abril, pero la propia ministra de Trabajo reconoce que lo peor está por llegar y le preocupa el último trimestre del año.",0,0
 Pensáis que se hubieran prohibido los desahucios?,0,0
" That's why it's going to be a different summer campaign and it's going to be a different summer campaign, because it conditions, because these measures condition our behaviors and in that sense it's also going to condition our travel.",0,0
" Usted no está de acuerdo en este sentido con el doctor Simón desquites el ministro que le han criticado mucho y ahora es su oportunidad para de alguna manera a aquellos que tanto han cuestionado su gestión, devolvérsela, sinón lo que dijo es que siempre es muy, muy difícil acertar en el momento de tomar la decisión y que en cualquier caso, las medidas que se han tomado en Cataluña en son medidas adecuadas y valientes.",1,0
" But the important thing is that there the President of the Government was insisting, insisting, insisting, deploying all possible efforts to try to weave that consensus in Europe to convince, to accompany to explain, to ensure that in the end there was this great agreement, this historic agreement.",0,0
" Well, notice what I'm telling you.",0,0
" Mais allez, je pense que la relation est positive.",0,0
 Quand le taux de Google sera-t-il et dans quelles conditions sera-t-il pour ne pas nuire précisément à cette relation avec les États-Unis?,0,0
 Europa reabre parcialmente fronteras exteriores.,0,0
" Y eso, lógicamente, pues no da confianza a por Europa que tiene que tomar las decisiones.",0,0
 Mais cela me surprend parce que cela me rappelle que le décret royal 8 2020 a été adopté très tard.,0,0
" Ce qui est bien dans ce plan, c’est qu’il a déjà mis en place un système d’évaluation permanente qui nous a permis de le mettre à jour, que nous pouvons prendre les mesures nécessaires pour approfondir la lutte contre la criminalité organisée, contre la criminalité transnationale et surtout contre le trafic de drogue.",0,0
" Todavía parece mentira y luego lo diremos que el cinturón de seguridad sea un elemento que todavía a determinados determinadas personas les cueste su uso, su utilización.",0,0
 Le chemin est le dialogue et le but est la réunion.,0,0
 Ahí está la Ley de Transición Energética.,0,0
" We have never entered this game of prominence of putting ourselves the medals, of being in the photo, but we never entered this game because it is a game that has no use.",0,0
 C’est la vraie importance.,0,0
 The telematic press conference behind the Standing Committee of Citizens.,0,0
 We've explained already.,0,0
 Cree usted que puede obligar a que el pim pam pum político el juego marrullero por así decirlo empieza a estar incluso mal visto por los ciudadanos e incluso por los medios de comunicación?,0,0
 Y luego están ellos.,0,0
" Next week we will know that we know what it is going, that you will visit Holland Sweden, Germany, especially the first two very reluctant to approve that fund.",0,0
" Ministro, le duele que le hayan reprochado tantas veces que usted no sea experto en la materia?",0,0
" D’autre part, le gouvernement a l’intention de commencer à parler au PP pour renouveler même ce Juillet, commencer à parler et commencer les vacances ce mois-ci pour renouveler le Conseil général de la magistrature.",0,0
 La cuarta insensatez es que no se haya previsto paliar los daños en el sector turístico.,1,0
 Me queda una cuestión más.,0,0
" Yo recuerdo las palabras incluso de cursar esa última frase que soltó en el juicio, diciendo que para para él la ley suprema era la ley de su conciencia.",0,0
 Parliament I think we must first see how it has just been outlined in the agreement with the European Union.,0,0
 Asegura usted que no haya brotes?,0,0
 Quel est l’avis du Président du Gouvernement?,0,0
 Vous savez que les ministres du Conseil des ministres en Espagne ont adopté cinq ou six lois très importantes sur le changement climatique.,1,1
 This is an indispensable goal.,0,0
 Quelle analyse faites-vous?,0,0
 He says it's a failure.,0,0
 Ce serait essentiel pour les budgets.,0,0
 La volonté de négociation de bonne foi dont mon parti citoyens a fait preuve en tout temps au profit d’un critère politique utile et de chercher des solutions à ce problème dramatique dans lequel nous nous trouvons hier.,0,0
" Siempre hemos estado siguiendo las recomendaciones que nos hacían las autoridades sanitarias españolas, los científicos en España y las autoridades sanitarias europeas e internacionales.",1,1
" On ne sait pas où il est, mais si la justice devait lui dire que quelque chose pourrait le trouver.",0,0
 Las está maquillando.,0,0
" C’est ce qui nous amène également à présider cette plate-forme, démontrant une fois de plus la capacité dont l’Espagne a également besoin pour construire des solutions, pour apporter des solutions en travaillant avec des pays et des frères amis, avec une politique étrangère active, préoccupée comme je l’ai dit, par la dignité des personnes.",0,0
 Obviamente hemos de priorizar a la educación infantil y a la educación primaria.,0,0
" That's slow, but if the executive really plans to undertake it at some point in the groups, Congress will have to talk about this.",0,0
 Empecemos.,0,0
" yes, yes, yes.",0,0
" Therefore, that for us is absolutely fundamental and we will continue to claim it in a moment.",0,0
 Tendremos para septiembre porque la pandemia es así.,0,0
" Les diesels ne valaient plus la divinisation, qui ont donné un tiers de l’aide que la France et l’Allemagne au moteur, qui sont les pays avec lesquels nous sommes en concurrence non seulement pour vendre, mais pour fabriquer avec une puissance d’exportation et des usines.",0,0
 I can think of something else.,0,0
", Et je pense modestement avec le poids modeste que nous avons.",0,0
 Je n’ai aucun doute.,0,0
" Es evidente, es evidente.",0,0
" Su objetivo no es en ningún caso enmendar los datos y las cifras de los portales inmobiliarios y aportacion sin duda valiosa, aunque sea una información más limitada y parcial, más dirigida al propio mercado.",0,0
 And keep the pandemic here.,0,0
" Je pense que nous devons être prudents, mais je pense que la candidature de Nadia Calviño est une candidature extrêmement forte.",0,0
 Punto es para la Cardano.,0,0
" Il ne peut y avoir d’emploi, il ne peut y avoir d’activité économique, il ne peut pas y avoir de plus grand ménage.",0,0
" I will not continue to ask you because I also want to ask you about the budgets, Mr Maroto, that I am convinced that you want to talk about it and I also want you to listen to the President of the Government.",0,0
" That will be something that these parliamentary groups, which are pessimistic about this outcome of the Reconstruction Commission, would really invite them to sit down and negotiate the budgets if they put on the east table?",0,0
 C’est ce qui l’a motivé.,0,0
 Un manager n’entre pas dans un algologue comme dans América da Miña Filla qui lui a sauvé la vie sur deux mois de contrats à chaque fois pendant des années.,0,0
 It is the budgets that the PNV has already said it would support and that the government now says that fiscal justice must be done.,1,1
 I do not think there is any doubt as to what citizens' political position has been in this regard and where we have had to decide.,0,0
" Tenemos mientras no tengamos vacuna o tratamiento como es el caso, por ahora tenemos que ser enormemente cuidadosos, invertir en precaución, invertir en preparación como manera de controlar el Cobi.",0,0
" Eh bien, je me souviens il ya quelques années, quand ils ont fait irruption dans la scène politique internationale, aussi sur la scène politique nationale.",0,0
" You don't listen to it, labor reform is going to fall whole.",0,0
" Y ojo, porque solo los dos últimos años han crecido un 20 o un 20 por ciento, llegando a ser más de 14 mil ocupaciones de propiedades privadas y públicas.",1,0
 Harassment harassment.,0,0
 Entiendo esa inquietud de las familias obviamente y de los propios alumnos también.,0,0
" J’ai parlé à tous, à chacun des acteurs politiques du Parlement.",0,0
" Hey, what do we do with green hydrogen with blue hydrogen?",0,0
" Ce que nous défendons, c’est la primauté du droit.",0,0
 So let's say that the Head of State is a tremendously important institution for this country.,0,0
 Voyage en Espagne.,0,0
" I believe that the key challenge now is the forthcoming budgets, which will have to be adjusted to the line that Brussels will mark if we are to receive that money.",0,0
 Je ne pense pas que quelqu’un l’ait dit.,0,0
" We yesterday, out of respect, what we asked of you at first is to face the media.",0,0
" It is also important to say, therefore, they intervene not only in Spain, but even outside Spain.",0,0
 The minimum income of insertion with the vote in favor of the popular courtyard.,0,0
 We are not a Torquemada of Vallecas nor do we become the monkeys of Galapagar.,0,0
